"vCenter";"HostName";"ESXi_Version";"HostSockets";"HostCoresPerSocket";"HostMemoryGB";"HostPowerPolicy";"VMName";"VMNumSockets";"VMCoresPerSocket";"vCPUs";"VMMemoryGB";"VMCPUsOptimized";"OptimalSockets";"OptimalCores"
"vcenter.kazpost.kz";"172.30.73.142";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppWF05";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.116";"6.5.0";"2";"22";"512";"Balanced";"CentOS 7 - WF_APP_CloneProd";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.142";"6.5.0";"2";"22";"512";"Balanced";"OREL 7.2 autoreq_test";"1";"1";"1";"2";"YES";"1";"1"
"vcenter.kazpost.kz";"172.30.73.6";"6.5.0";"2";"22";"512";"Balanced";"RHEL7-test1-wsint-Wildfly-clone";"2";"2";"4";"11";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.129";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 152";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.89";"6.5.0";"2";"22";"512";"Balanced";"CentOS7-test-wsint-Wildfly-clone";"2";"2";"4";"4";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.116";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - PresentCent";"2";"2";"4";"7";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.87";"6.5.0";"2";"22";"512";"Balanced";"CentOS 7 - Pension";"1";"2";"2";"4";"YES";"1";"2"
"vcenter.kazpost.kz";"172.30.73.237";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - Auditm";"2";"1";"2";"6";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.237";"6.5.0";"2";"22";"512";"Balanced";"RHEL7-test2-wsint-Wildfly-clone";"2";"2";"4";"16";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.109";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 -Test4";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.201";"6.5.0";"2";"22";"512";"HighPerformance";"RHEL-test-oracle";"2";"1";"2";"4";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.237";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - webtutor";"2";"2";"4";"12";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.88";"6.5.0";"2";"22";"512";"Balanced";"WIN 2008R2 - ColvirClient";"2";"1";"2";"4";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.127";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - Stefi";"1";"4";"4";"12";"YES";"1";"4"
"vcenter.kazpost.kz";"172.30.73.129";"6.5.0";"2";"22";"512";"Balanced";"Oracle Linux 6.4 - TERM4";"1";"2";"2";"4";"YES";"1";"2"
"vcenter.kazpost.kz";"172.30.73.8";"6.5.0";"2";"22";"512";"Balanced";"Oracle Linux 6.4 - wftestdb.kazpost.kz";"1";"2";"2";"4";"YES";"1";"2"
"vcenter.kazpost.kz";"172.30.73.109";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp678-010";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.10";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppWF06";"4";"2";"8";"8";"NO";"1";"8"
"vcenter.kazpost.kz";"172.30.73.6";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - PostamatDB";"2";"4";"8";"8";"NO";"1";"8"
"vcenter.kazpost.kz";"172.30.73.116";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - term4mpp";"1";"2";"2";"4";"YES";"1";"2"
"vcenter.kazpost.kz";"esxi21.kazpost.kz";"6.5.0";"2";"12";"128";"Balanced";"Win 2008 - Storagegate";"1";"2";"2";"4";"YES";"1";"2"
"vcenter.kazpost.kz";"esxtld.kazpost.kz";"6.5.0";"2";"10";"64";"Balanced";"Win 2012 - DCTLD02";"8";"1";"8";"12";"NO";"1";"8"
"vcenter.kazpost.kz";"esxtld.kazpost.kz";"6.5.0";"2";"10";"64";"Balanced";"Win 2008 - TLDSRV";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"esxtld.kazpost.kz";"6.5.0";"2";"10";"64";"Balanced";"CentOS 7 Zabbix Proxy TLD";"2";"1";"2";"4";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.101";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp678-013";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.8";"6.5.0";"2";"22";"512";"Balanced";"SMTP-172.16.0.61";"1";"1";"1";"1";"YES";"1";"1"
"vcenter.kazpost.kz";"172.30.73.103";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 125";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.142";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 127";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.109";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 128";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.109";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 129";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.86";"6.5.0";"2";"22";"512";"Balanced";"Debian 7 - Base Zip Codes";"24";"1";"24";"57";"NO";"2";"12"
"vcenter.kazpost.kz";"172.30.73.129";"6.5.0";"2";"22";"512";"Balanced";"Win 2003 - MPService CPILS";"2";"1";"2";"8";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.237";"6.5.0";"2";"22";"512";"Balanced";"Win 7 - Dispet";"1";"1";"1";"2";"YES";"1";"1"
"vcenter.kazpost.kz";"172.30.73.237";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 13";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.127";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 130";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.10";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - CERT";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.237";"6.5.0";"2";"22";"512";"Balanced";"CENTOS-iposhare";"1";"1";"1";"0";"YES";"1";"1"
"vcenter.kazpost.kz";"172.30.73.101";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - VCS";"6";"1";"6";"16";"NO";"1";"6"
"vcenter.kazpost.kz";"172.30.73.10";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - OCR";"2";"2";"4";"16";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.86";"6.5.0";"2";"22";"512";"Balanced";"CentOS 7 - SAPRouter to Kazahhtelecom";"1";"1";"1";"2";"YES";"1";"1"
"vcenter.kazpost.kz";"172.30.73.129";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 135";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.10";"6.5.0";"2";"22";"512";"Balanced";"CentOS 6 - Test_Payment_Gateway";"2";"1";"2";"4";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.103";"6.5.0";"2";"22";"512";"Balanced";"RHEL - MCDLP1";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.87";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - WatchSRV5";"2";"2";"4";"10";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.202";"6.5.0";"2";"22";"512";"HighPerformance";"Win 2012 - CMDBv2";"2";"2";"4";"32";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.144";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - AxelotDB";"1";"2";"2";"16";"YES";"1";"2"
"vcenter.kazpost.kz";"172.30.73.116";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - Pony";"1";"1";"1";"6";"YES";"1";"1"
"vcenter.kazpost.kz";"172.30.73.109";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - Checkmarx";"1";"4";"4";"8";"YES";"1";"4"
"vcenter.kazpost.kz";"172.30.73.127";"6.5.0";"2";"22";"512";"Balanced";"CentOS k2-new";"8";"1";"8";"8";"NO";"1";"8"
"vcenter.kazpost.kz";"172.30.73.9";"6.5.0";"2";"22";"512";"Balanced";"CentOS 7 - Aodn";"2";"1";"2";"16";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.127";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - WMCITDC";"8";"1";"8";"8";"NO";"1";"8"
"vcenter.kazpost.kz";"esxi21.kazpost.kz";"6.5.0";"2";"12";"128";"Balanced";"Kazpost_korgan";"1";"1";"1";"0";"YES";"1";"1"
"vcenter.kazpost.kz";"172.30.73.116";"6.5.0";"2";"22";"512";"Balanced";"Win 2016 - Servicetest";"2";"2";"4";"6";"NO";"1";"4"
"vcenter.kazpost.kz";"esxiast2.kazpost.kz";"6.5.0";"2";"10";"128";"Balanced";"Win 2016 - Fileserver";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.129";"6.5.0";"2";"22";"512";"Balanced";"RHEL-colvir-arch";"2";"1";"2";"4";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.109";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - KFM-new";"2";"1";"2";"6";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.87";"6.5.0";"2";"22";"512";"Balanced";"CentOS - filpassport";"1";"1";"1";"2";"YES";"1";"1"
"vcenter.kazpost.kz";"172.30.73.88";"6.5.0";"2";"22";"512";"Balanced";"OREL 6.4 - IPO_TEST";"1";"2";"2";"4";"YES";"1";"2"
"vcenter.kazpost.kz";"172.30.73.127";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - DHCPgate2";"1";"1";"1";"2";"YES";"1";"1"
"vcenter.kazpost.kz";"172.30.73.103";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - IPSBACS";"2";"1";"2";"4";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.116";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - PubCA";"1";"1";"1";"4";"YES";"1";"1"
"vcenter.kazpost.kz";"esxtrz.kazpost.kz";"6.5.0";"2";"10";"64";"Balanced";"Win 2008 - DCTRZ02";"8";"1";"8";"12";"NO";"1";"8"
"vcenter.kazpost.kz";"esxtrz.kazpost.kz";"6.5.0";"2";"10";"64";"Balanced";"Win 2012 - TRZSRV";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"esxtrz.kazpost.kz";"6.5.0";"2";"10";"64";"Balanced";"CentOS 7 Zabbix Proxy TRZ";"2";"1";"2";"4";"NO";"1";"2"
"vcenter.kazpost.kz";"esxtrz.kazpost.kz";"6.5.0";"2";"10";"64";"Balanced";"Win 2012 - DCTRZ01";"8";"1";"8";"12";"NO";"1";"8"
"vcenter.kazpost.kz";"172.30.73.101";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 84";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.116";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - Skbus";"2";"2";"4";"4";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.127";"6.5.0";"2";"22";"512";"Balanced";"Oracle Linux 6.4 - wftestdb.kazpost.kz - Clone";"1";"2";"2";"4";"YES";"1";"2"
"vcenter.kazpost.kz";"172.30.73.129";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - KISCOLVIR-TEST";"2";"2";"4";"4";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.87";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppWF10";"4";"1";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.103";"6.5.0";"2";"22";"512";"Balanced";"Win 2016 - KAVWS";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.6";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - PUSRA";"2";"1";"2";"8";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.104";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - ColvirSBServer";"1";"8";"8";"16";"YES";"1";"8"
"vcenter.kazpost.kz";"172.30.73.103";"6.5.0";"2";"22";"512";"Balanced";"Win 2003 - ERM_12.141";"1";"1";"1";"2";"YES";"1";"1"
"vcenter.kazpost.kz";"172.30.73.9";"6.5.0";"2";"22";"512";"Balanced";"OREL 6.6 - term4tst.kazpost.kz";"1";"2";"2";"4";"YES";"1";"2"
"vcenter.kazpost.kz";"172.30.73.237";"6.5.0";"2";"22";"512";"Balanced";"CENTOS-ULP2";"16";"1";"16";"64";"NO";"1";"16"
"vcenter.kazpost.kz";"172.30.73.237";"6.5.0";"2";"22";"512";"Balanced";"OREL - Hyper_DB_Clone";"1";"2";"2";"8";"YES";"1";"2"
"vcenter.kazpost.kz";"172.30.73.86";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppWF16";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"esxurl.kazpost.kz";"6.5.0";"2";"10";"64";"Balanced";"Win 2008 - MAILURL";"2";"4";"8";"12";"NO";"1";"8"
"vcenter.kazpost.kz";"esxurl.kazpost.kz";"6.5.0";"2";"10";"64";"Balanced";"Win 2008 - URLSRV";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.101";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - TrendMicro";"2";"4";"8";"4";"NO";"1";"8"
"vcenter.kazpost.kz";"esxurl.kazpost.kz";"6.5.0";"2";"10";"64";"Balanced";"CentOS 7 Zabbix Proxy URL";"2";"1";"2";"4";"NO";"1";"2"
"vcenter.kazpost.kz";"esxurl.kazpost.kz";"6.5.0";"2";"10";"64";"Balanced";"Win 2012 - DCURL02";"8";"1";"8";"12";"NO";"1";"8"
"vcenter.kazpost.kz";"esxurl.kazpost.kz";"6.5.0";"2";"10";"64";"Balanced";"Win 2012 - DCURL01";"8";"1";"8";"12";"NO";"1";"8"
"vcenter.kazpost.kz";"172.30.73.89";"6.5.0";"2";"22";"512";"Balanced";"Ubuntu - Hadoop04";"16";"1";"16";"32";"NO";"1";"16"
"vcenter.kazpost.kz";"172.30.73.101";"6.5.0";"2";"22";"512";"Balanced";"Win 2016 - KAVBNK";"1";"2";"2";"8";"YES";"1";"2"
"vcenter.kazpost.kz";"172.30.73.129";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - NetPost";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.9";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - cs2";"2";"4";"8";"16";"NO";"1";"8"
"vcenter.kazpost.kz";"172.30.73.144";"6.5.0";"2";"22";"512";"Balanced";"Cisco ACS2";"2";"1";"2";"4";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.101";"6.5.0";"2";"22";"512";"Balanced";"CentOS 7 - Zabbix_test";"1";"1";"1";"0";"YES";"1";"1"
"vcenter.kazpost.kz";"172.30.73.10";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - Armdeponent";"2";"1";"2";"8";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.127";"6.5.0";"2";"22";"512";"Balanced";"CentOS 6 - Livechat";"2";"1";"2";"1";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.89";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - VLSDB";"2";"1";"2";"12";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.86";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - SRVpodpiska";"2";"1";"2";"8";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.116";"6.5.0";"2";"22";"512";"Balanced";"CentOS 7 - WF_APP_Franchise";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.127";"6.5.0";"2";"22";"512";"Balanced";"CentOS 7 - ZabbixProxy_ALM";"2";"1";"2";"4";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.129";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - Ib Apps2";"2";"1";"2";"4";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.201";"6.5.0";"2";"22";"512";"HighPerformance";"CentOS 7 - Splunk";"2";"8";"16";"22";"NO";"1";"16"
"vcenter.kazpost.kz";"172.30.73.101";"6.5.0";"2";"22";"512";"Balanced";"Win10 -  WDigest.";"1";"1";"1";"4";"YES";"1";"1"
"vcenter.kazpost.kz";"172.30.73.103";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - AxelotESB";"1";"2";"2";"8";"YES";"1";"2"
"vcenter.kazpost.kz";"172.30.73.116";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - AxelotWEB";"2";"2";"4";"6";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.6";"6.5.0";"2";"22";"512";"Balanced";"CentOS - e-shop_Prod";"2";"3";"6";"4";"NO";"1";"6"
"vcenter.kazpost.kz";"172.30.73.237";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - PostamatAPP";"4";"2";"8";"8";"NO";"1";"8"
"vcenter.kazpost.kz";"172.30.73.144";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - Postbank_new";"4";"2";"8";"8";"NO";"1";"8"
"vcenter.kazpost.kz";"172.30.73.109";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppWF02";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"esxusk.kazpost.kz";"6.5.0";"2";"10";"64";"Balanced";"Win 2008 - MAILUSK";"4";"2";"8";"12";"NO";"1";"8"
"vcenter.kazpost.kz";"esxusk.kazpost.kz";"6.5.0";"2";"10";"64";"Balanced";"Win 2008 - USKSRV";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"esxpav.kazpost.kz";"6.5.0";"2";"10";"64";"Balanced";"Win 2008 - DCPAV01";"4";"2";"8";"12";"NO";"1";"8"
"vcenter.kazpost.kz";"esxpav.kazpost.kz";"6.5.0";"2";"10";"64";"Balanced";"Win 2008 - PAVSRV";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"esxpav.kazpost.kz";"6.5.0";"2";"10";"64";"Balanced";"Win 2008 - SCCMPAV";"1";"2";"2";"6";"YES";"1";"2"
"vcenter.kazpost.kz";"esxusk.kazpost.kz";"6.5.0";"2";"10";"64";"Balanced";"CentOS 7 Zabbix Proxy USK";"2";"1";"2";"4";"NO";"1";"2"
"vcenter.kazpost.kz";"esxpav.kazpost.kz";"6.5.0";"2";"10";"64";"Balanced";"CentOS 7 Zabbix Proxy PAV";"2";"1";"2";"4";"NO";"1";"2"
"vcenter.kazpost.kz";"esxpav.kazpost.kz";"6.5.0";"2";"10";"64";"Balanced";"Win 2008 - MAILPAV";"4";"2";"8";"12";"NO";"1";"8"
"vcenter.kazpost.kz";"esxusk.kazpost.kz";"6.5.0";"2";"10";"64";"Balanced";"Win 2012 - DCUSK01";"8";"1";"8";"12";"NO";"1";"8"
"vcenter.kazpost.kz";"172.30.73.87";"6.5.0";"2";"22";"512";"Balanced";"Win2012 - 1C_WMS01";"1";"2";"2";"16";"YES";"1";"2"
"vcenter.kazpost.kz";"172.30.73.88";"6.5.0";"2";"22";"512";"Balanced";"Win2012 - 1C_WMS02";"1";"2";"2";"8";"YES";"1";"2"
"vcenter.kazpost.kz";"172.30.73.10";"6.5.0";"2";"22";"512";"Balanced";"Win2012 - 1C_WMS03";"2";"1";"2";"8";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.6";"6.5.0";"2";"22";"512";"Balanced";"Win2012 - 1C_WMS04";"1";"2";"2";"8";"YES";"1";"2"
"vcenter.kazpost.kz";"172.30.73.201";"6.5.0";"2";"22";"512";"HighPerformance";"Win 2008 - XenAppWF35";"4";"1";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.103";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - CTX_BALANS_Standby";"4";"1";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.127";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 BackUp Monitor 6.5";"1";"1";"1";"4";"YES";"1";"1"
"vcenter.kazpost.kz";"esxi49.kazpost.kz";"6.5.0";"2";"8";"256";"Balanced";"CentOS - BindNS";"2";"1";"2";"2";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.103";"6.5.0";"2";"22";"512";"Balanced";"Test_Colvir";"2";"1";"2";"4";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.9";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - DC2";"2";"4";"8";"16";"NO";"1";"8"
"vcenter.kazpost.kz";"172.30.73.104";"6.5.0";"2";"22";"512";"Balanced";"OREL 7 - WF_DBProd";"2";"12";"24";"78";"YES";"2";"12"
"vcenter.kazpost.kz";"172.30.73.201";"6.5.0";"2";"22";"512";"HighPerformance";"Win 2016 - 1C_15.107";"4";"1";"4";"4";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.10";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppWF21";"4";"1";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.144";"6.5.0";"2";"22";"512";"Balanced";"OREL 7.2 - SMSGateDB";"8";"1";"8";"28";"NO";"1";"8"
"vcenter.kazpost.kz";"172.30.73.142";"6.5.0";"2";"22";"512";"Balanced";"CentOS - CloudqApp";"8";"2";"16";"24";"NO";"1";"16"
"vcenter.kazpost.kz";"172.30.73.129";"6.5.0";"2";"22";"512";"Balanced";"Win 2003 - invmgrtst";"1";"2";"2";"1";"YES";"1";"2"
"vcenter.kazpost.kz";"172.30.73.86";"6.5.0";"2";"22";"512";"Balanced";"Ubuntu - Hadoop05";"16";"1";"16";"32";"NO";"1";"16"
"vcenter.kazpost.kz";"172.30.73.10";"6.5.0";"2";"22";"512";"Balanced";"CentOS 7 - Ansible master";"1";"1";"1";"0";"YES";"1";"1"
"vcenter.kazpost.kz";"172.30.73.89";"6.5.0";"2";"22";"512";"Balanced";"Win 2016 - invmgrtst";"2";"1";"2";"4";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.237";"6.5.0";"2";"22";"512";"Balanced";"CentOS 7 - VeeRoute_App_Prod";"2";"4";"8";"16";"NO";"1";"8"
"vcenter.kazpost.kz";"172.30.73.142";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - EX0";"4";"4";"16";"16";"NO";"1";"16"
"vcenter.kazpost.kz";"172.30.73.116";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - Spoints";"2";"1";"2";"8";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.109";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - XenApp_Web_Interface";"6";"1";"6";"8";"NO";"1";"6"
"vcenter.kazpost.kz";"172.30.73.89";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - NEWXENLIC_15_127";"1";"1";"1";"1";"YES";"1";"1"
"vcenter.kazpost.kz";"172.30.73.201";"6.5.0";"2";"22";"512";"HighPerformance";"CentOS 7 - VeeRoute_Modules_Prod";"4";"2";"8";"8";"NO";"1";"8"
"vcenter.kazpost.kz";"172.30.73.129";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - ComposerSRV";"4";"1";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.237";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - PPI";"2";"2";"4";"16";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.201";"6.5.0";"2";"22";"512";"HighPerformance";"OREL 7.1 - AISIM (IMKP) PROD";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.103";"6.5.0";"2";"22";"512";"Balanced";"CentOS - SMSGate";"2";"1";"2";"8";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.201";"6.5.0";"2";"22";"512";"HighPerformance";"Win 2008 - XenAppWF38";"4";"1";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.88";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - WatchSRV11";"2";"2";"4";"10";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.202";"6.5.0";"2";"22";"512";"HighPerformance";"Ubuntu14 - bot.post.kz";"2";"1";"2";"24";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.129";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 -Test5";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.129";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - CXDC1";"4";"1";"4";"4";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.201";"6.5.0";"2";"22";"512";"HighPerformance";"Win 2008 - XenAppWF39";"4";"1";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.127";"6.5.0";"2";"22";"512";"Balanced";"RHEL - mpos1_clone";"2";"1";"2";"4";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.109";"6.5.0";"2";"22";"512";"Balanced";"Win 2003 - kzp1213_SH_182";"3";"2";"6";"4";"NO";"1";"6"
"vcenter.kazpost.kz";"172.30.73.8";"6.5.0";"2";"22";"512";"Balanced";"RHEL61546.kazpost.kz";"1";"1";"1";"0";"YES";"1";"1"
"vcenter.kazpost.kz";"172.30.73.103";"6.5.0";"2";"22";"512";"Balanced";"FortiAnalyzer-VM64";"2";"1";"2";"4";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.201";"6.5.0";"2";"22";"512";"HighPerformance";"Win 2008 - XenAppWF27";"4";"1";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.88";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - IPSServer";"4";"1";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.144";"6.5.0";"2";"22";"512";"Balanced";"RHEL - MPos1";"2";"1";"2";"4";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.109";"6.5.0";"2";"22";"512";"Balanced";"CentOS - VirtualATS II";"1";"1";"1";"0";"YES";"1";"1"
"vcenter.kazpost.kz";"172.30.73.10";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppWF31";"4";"1";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.101";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - Airbus";"2";"2";"4";"4";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.109";"6.5.0";"2";"22";"512";"Balanced";"Win 2003 - CARDS";"4";"1";"4";"4";"NO";"1";"4"
"vcenter.kazpost.kz";"esxi49.kazpost.kz";"6.5.0";"2";"8";"256";"Balanced";"Win 2008 - VPN KCELL";"2";"1";"2";"4";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.237";"6.5.0";"2";"22";"512";"Balanced";"RHEL - SEDCS";"7";"1";"7";"42";"NO";"1";"8"
