"vCenter";"HostName";"ESXi_Version";"HostSockets";"HostCoresPerSocket";"HostMemoryGB";"HostPowerPolicy";"VMName";"VMNumSockets";"VMCoresPerSocket";"vCPUs";"VMMemoryGB";"VMCPUsOptimized";"OptimalSockets";"OptimalCores"
"vcenter.kazpost.kz";"172.30.73.9";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 16";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.9";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 17";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.237";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 25";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.103";"6.5.0";"2";"22";"512";"Balanced";"gwapp4";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.109";"6.5.0";"2";"22";"512";"Balanced";"gwapp3";"1";"1";"1";"0";"YES";"1";"1"
"vcenter.kazpost.kz";"172.30.73.144";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 150";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.103";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 156";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.101";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 203";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.144";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 67";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.144";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 98";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.144";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp678-016";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"esxatr.kazpost.kz";"6.5.0";"2";"10";"64";"Balanced";"Win 2012 - DCATR02";"2";"1";"2";"8";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.109";"6.5.0";"2";"22";"512";"Balanced";"gwapp1";"1";"1";"1";"1";"YES";"1";"1"
"vcenter.kazpost.kz";"172.30.73.142";"6.5.0";"2";"22";"512";"Balanced";"gwnginx1";"2";"1";"2";"2";"NO";"1";"2"
"vcenter.kazpost.kz";"esxatr.kazpost.kz";"6.5.0";"2";"10";"64";"Balanced";"Win 2012 - DCATR01";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.101";"6.5.0";"2";"22";"512";"Balanced";"gwdb2";"1";"1";"1";"0";"YES";"1";"1"
"vcenter.kazpost.kz";"172.30.73.127";"6.5.0";"2";"22";"512";"Balanced";"gwdb1";"1";"1";"1";"0";"YES";"1";"1"
"vcenter.kazpost.kz";"172.30.73.127";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - GWSRV";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.144";"6.5.0";"2";"22";"512";"Balanced";"gwnginx2";"2";"1";"2";"2";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.86";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 139";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"esxatr.kazpost.kz";"6.5.0";"2";"10";"64";"Balanced";"Win 2008 - MAILATR";"4";"2";"8";"12";"NO";"1";"8"
"vcenter.kazpost.kz";"172.30.73.144";"6.5.0";"2";"22";"512";"Balanced";"gwapp2";"1";"1";"1";"0";"YES";"1";"1"
"vcenter.kazpost.kz";"172.30.73.129";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - WatchSRV7";"2";"2";"4";"10";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.201";"6.5.0";"2";"22";"512";"HighPerformance";"CentOS - Migration_sc1";"4";"1";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.201";"6.5.0";"2";"22";"512";"HighPerformance";"CentOS - Migration_sc2";"4";"1";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.104";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - BMapsDB";"2";"2";"4";"16";"NO";"1";"4"
"vcenter.kazpost.kz";"esxiast3.kazpost.kz";"6.5.0";"2";"10";"128";"Balanced";"Win 2016 - KAVAST";"2";"1";"2";"8";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.116";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - BMapsWeb";"2";"2";"4";"16";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.103";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - BMapsservice";"2";"2";"4";"16";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.103";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - COLKAZ";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.127";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - BMapsOffice";"2";"2";"4";"16";"NO";"1";"4"
"vcenter.kazpost.kz";"esxiast3.kazpost.kz";"6.5.0";"2";"10";"128";"Balanced";"Win 2012 - Netflow";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"esxiast3.kazpost.kz";"6.5.0";"2";"10";"128";"Balanced";"Win 2012 - DCAST02";"2";"4";"8";"16";"NO";"1";"8"
"vcenter.kazpost.kz";"esxiast3.kazpost.kz";"6.5.0";"2";"10";"128";"Balanced";"Win 2012 - WatchSRV_1";"12";"1";"12";"28";"NO";"2";"6"
"vcenter.kazpost.kz";"esxiast3.kazpost.kz";"6.5.0";"2";"10";"128";"Balanced";"Win 2012 - WatchSRV_2";"3";"2";"6";"14";"NO";"1";"6"
"vcenter.kazpost.kz";"172.30.73.129";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - CASH_COLVIR";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"esxiast3.kazpost.kz";"6.5.0";"2";"10";"128";"Balanced";"Win 2012 - WatchSRV_3";"3";"2";"6";"14";"NO";"1";"6"
"vcenter.kazpost.kz";"esxiast3.kazpost.kz";"6.5.0";"2";"10";"128";"Balanced";"Win 2012 - Printsrv";"4";"1";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.129";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 174";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.129";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 40";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.144";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 41";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.142";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 83";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.101";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp678-006";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"esxiast3.kazpost.kz";"6.5.0";"2";"10";"128";"Balanced";"Win 2008 - MAILAST";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.8";"6.5.0";"2";"22";"512";"Balanced";"CentOS 7.5 - ULP_App_Real2";"24";"1";"24";"128";"NO";"2";"12"
"vcenter.kazpost.kz";"172.30.73.6";"6.5.0";"2";"22";"512";"Balanced";"CentOS 7.5 - ULP_App_Prog2";"4";"1";"4";"12";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.86";"6.5.0";"2";"22";"512";"Balanced";"CentOS 7.5 - ULP_MongoDB_rep";"16";"1";"16";"64";"NO";"1";"16"
"vcenter.kazpost.kz";"172.30.73.89";"6.5.0";"2";"22";"512";"Balanced";"CentOS 7.5 - ULP_PostgreSQL";"12";"1";"12";"32";"NO";"1";"12"
"vcenter.kazpost.kz";"esxusk.kazpost.kz";"6.5.0";"2";"10";"64";"Balanced";"Win 2012 - DCUSK02";"8";"1";"8";"12";"NO";"1";"8"
"vcenter.kazpost.kz";"172.30.73.89";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - DEURUS";"2";"2";"4";"16";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.86";"6.5.0";"2";"22";"512";"Balanced";"RHEL6 - SED_NGINX (Archive)";"1";"1";"1";"1";"YES";"1";"1"
"vcenter.kazpost.kz";"172.30.73.142";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - SAPShare";"2";"4";"8";"8";"NO";"1";"8"
"vcenter.kazpost.kz";"172.30.73.116";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 -STAT";"1";"4";"4";"8";"YES";"1";"4"
"vcenter.kazpost.kz";"esxi30.kazpost.kz";"6.5.0";"2";"14";"128";"Balanced";"CentOS 7 - proxy_rev";"2";"1";"2";"2";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.109";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppWF01";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.201";"6.5.0";"2";"22";"512";"HighPerformance";"Win 2008 - XenAppWF09";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.86";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppPUS004";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.87";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppPUS005";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.88";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppPUS007";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.88";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppPUS008";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.237";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppPUS009";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.87";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppPUS010";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"esxtld.kazpost.kz";"6.5.0";"2";"10";"64";"Balanced";"Win 2012 - DCTLD01";"8";"1";"8";"12";"NO";"1";"8"
"vcenter.kazpost.kz";"172.30.73.201";"6.5.0";"2";"22";"512";"HighPerformance";"OREL 7.1 - ASIM (IMKP) TEST";"1";"2";"2";"4";"YES";"1";"2"
"vcenter.kazpost.kz";"172.30.73.87";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppPUS011";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.87";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppPUS013";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.88";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppPUS014";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.6";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppPUS015";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.88";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppPUS016";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.201";"6.5.0";"2";"22";"512";"HighPerformance";"Win 2008 - XenAppPUS017";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.202";"6.5.0";"2";"22";"512";"HighPerformance";"Win 2008 - XenAppPUS018";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.9";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppPUS019";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.88";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppPUS020";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.87";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppPUS021";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.88";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppPUS023";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.9";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppPUS024";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.6";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppPUS026";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.88";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppPUS027";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.201";"6.5.0";"2";"22";"512";"HighPerformance";"Win 2008 - XenAppPUS028";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.10";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppPUS029";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.88";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppPUS030";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.202";"6.5.0";"2";"22";"512";"HighPerformance";"PUS1";"4";"6";"24";"128";"NO";"2";"12"
"vcenter.kazpost.kz";"172.30.73.6";"6.5.0";"2";"22";"512";"Balanced";"PUS2";"4";"6";"24";"128";"NO";"2";"12"
"vcenter.kazpost.kz";"172.30.73.109";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - MT100";"1";"2";"2";"4";"YES";"1";"2"
"vcenter.kazpost.kz";"172.30.73.103";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 207";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.142";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 51";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.144";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 61";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.103";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 80";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.142";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 157";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.144";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 144";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.127";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 183";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.101";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 208";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.144";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 45";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.129";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 62";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.109";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - KFM-new-clone";"2";"1";"2";"6";"NO";"1";"2"
"vcenter.kazpost.kz";"172.30.73.103";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 199";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.127";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 69";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.116";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 71";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.86";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - invmgr";"1";"2";"2";"8";"YES";"1";"2"
"vcenter.kazpost.kz";"172.30.73.104";"6.5.0";"2";"22";"512";"Balanced";"OREL - Situation";"1";"4";"4";"16";"YES";"1";"4"
"vcenter.kazpost.kz";"172.30.73.104";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppFR3";"2";"4";"8";"8";"NO";"1";"8"
"vcenter.kazpost.kz";"172.30.73.202";"6.5.0";"2";"22";"512";"HighPerformance";"CENTOS-ULP3";"32";"1";"32";"48";"NO";"2";"16"
"vcenter.kazpost.kz";"172.30.73.86";"6.5.0";"2";"22";"512";"Balanced";"CENTOS-PUS-Pentaho";"10";"1";"10";"32";"NO";"1";"10"
"vcenter.kazpost.kz";"172.30.73.142";"6.5.0";"2";"22";"512";"Balanced";"CentOS - Cloudq_DB";"2";"2";"4";"24";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.202";"6.5.0";"2";"22";"512";"HighPerformance";"CENTOS-ULP1";"48";"1";"48";"127";"NO";"2";"24"
"vcenter.kazpost.kz";"172.30.73.86";"6.5.0";"2";"22";"512";"Balanced";"Ubuntu - Hadoop03";"48";"1";"48";"32";"NO";"2";"24"
"vcenter.kazpost.kz";"172.30.73.89";"6.5.0";"2";"22";"512";"Balanced";"Ubuntu - Hadoop02";"8";"2";"16";"32";"NO";"1";"16"
"vcenter.kazpost.kz";"172.30.73.9";"6.5.0";"2";"22";"512";"Balanced";"OREL 7.2 - TSTAMLDB";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.87";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppPUS006";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.201";"6.5.0";"2";"22";"512";"HighPerformance";"Win 2008 - XenAppPUS012";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.86";"6.5.0";"2";"22";"512";"Balanced";"Win 2008_AML_test";"1";"6";"6";"4";"YES";"1";"6"
"vcenter.kazpost.kz";"172.30.73.10";"6.5.0";"2";"22";"512";"Balanced";"CentOS 7 - PusConfig";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.9";"6.5.0";"2";"22";"512";"Balanced";"Ubuntu 16.04 - ISP";"4";"4";"16";"32";"NO";"1";"16"
"vcenter.kazpost.kz";"172.30.73.201";"6.5.0";"2";"22";"512";"HighPerformance";"Win 2008 - XenAppPUS022";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.86";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppPUS025";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.86";"6.5.0";"2";"22";"512";"Balanced";"Ubuntu 16.04 - Postman";"1";"2";"2";"1";"YES";"1";"2"
"vcenter.kazpost.kz";"172.30.73.88";"6.5.0";"2";"22";"512";"Balanced";"CENTOS-APPscreener";"4";"1";"4";"16";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.109";"6.5.0";"2";"22";"512";"Balanced";"Win 2012R2 - TestAi";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.144";"6.5.0";"2";"22";"512";"Balanced";"OREL 7.2 - autorequirement CLONE";"4";"2";"8";"16";"NO";"1";"8"
"vcenter.kazpost.kz";"172.30.73.237";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppPUS031";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.88";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppPUS032";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.237";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppPUS033";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.87";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppPUS034";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.237";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppPUS035";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.6";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppPUS036";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.9";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppPUS037";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.237";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppPUS038";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.201";"6.5.0";"2";"22";"512";"HighPerformance";"Win 2008 - XenAppPUS039";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.237";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppPUS040";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.9";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppPUS041";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.88";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppPUS042";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.88";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppPUS043";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.87";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppPUS044";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.201";"6.5.0";"2";"22";"512";"HighPerformance";"Win 2008 - XenAppPUS045";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.87";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppPUS046";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.9";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppPUS047";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.237";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppPUS048";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.6";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenAppPUS049";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.202";"6.5.0";"2";"22";"512";"HighPerformance";"Win 2008 - XenAppPUS050";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.86";"6.5.0";"2";"22";"512";"Balanced";"centos-scipodb";"4";"1";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.144";"6.5.0";"2";"22";"512";"Balanced";"Oracle Linux 7.3 -WF Standby2";"1";"4";"4";"24";"YES";"1";"4"
"vcenter.kazpost.kz";"172.30.73.6";"6.5.0";"2";"22";"512";"Balanced";"Win 2016 - Veeam01";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.8";"6.5.0";"2";"22";"512";"Balanced";"KP-cbs3migarch_172.30.70.200";"2";"5";"10";"50";"NO";"1";"10"
"vcenter.kazpost.kz";"172.30.73.103";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 154";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.104";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 155";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"esxi21.kazpost.kz";"6.5.0";"2";"12";"128";"Balanced";"Win 2008 - NNM2";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.201";"6.5.0";"2";"22";"512";"HighPerformance";"CentOS 7.5 - PUS_PgPool";"16";"1";"16";"32";"NO";"1";"16"
"vcenter.kazpost.kz";"172.30.73.116";"6.5.0";"2";"22";"512";"Balanced";"Win 2012 - PRTG";"4";"1";"4";"3";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.8";"6.5.0";"2";"22";"512";"Balanced";"rhel-cbs3migobr";"16";"1";"16";"128";"NO";"1";"16"
"vcenter.kazpost.kz";"172.30.73.127";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 92";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.89";"6.5.0";"2";"22";"512";"Balanced";"centos-pus_app";"24";"1";"24";"40";"NO";"2";"12"
"vcenter.kazpost.kz";"172.30.73.101";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 93";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.109";"6.5.0";"2";"22";"512";"Balanced";"Win 2008 - XenApp6.5 - 94";"2";"2";"4";"8";"NO";"1";"4"
"vcenter.kazpost.kz";"172.30.73.127";"6.5.0";"2";"22";"512";"Balanced";"PGW_prod_clone";"1";"2";"2";"1";"YES";"1";"2"
"vcenter.kazpost.kz";"172.30.73.144";"6.5.0";"2";"22";"512";"Balanced";"centos-resttest";"16";"1";"16";"48";"NO";"1";"16"
"vcenter.kazpost.kz";"esxiast2.kazpost.kz";"6.5.0";"2";"10";"128";"Balanced";"Win 2008 - BOXASTANA1";"2";"4";"8";"16";"NO";"1";"8"
"vcenter.kazpost.kz";"172.30.73.144";"6.5.0";"2";"22";"512";"Balanced";"rhel-antifraudDB";"8";"1";"8";"16";"NO";"1";"8"
"vcenter.kazpost.kz";"esxiast1.kazpost.kz";"6.5.0";"2";"10";"128";"Balanced";"Win 2008 - BOXASTANA2";"2";"4";"8";"16";"NO";"1";"8"
"vcenter.kazpost.kz";"172.30.73.89";"6.5.0";"2";"22";"512";"Balanced";"CentOS 7 - PUS App 1";"8";"1";"8";"8";"NO";"1";"8"
"vcenter.kazpost.kz";"172.30.73.87";"6.5.0";"2";"22";"512";"Balanced";"CentOS 7 - PUS App 2";"8";"1";"8";"8";"NO";"1";"8"
"vcenter.kazpost.kz";"172.30.73.86";"6.5.0";"2";"22";"512";"Balanced";"CentOS 7 - PUS App 3";"8";"1";"8";"8";"NO";"1";"8"
"vcenter.kazpost.kz";"172.30.73.129";"6.5.0";"2";"22";"512";"Balanced";"rhel-test";"1";"1";"1";"2";"YES";"1";"1"
"vcenter.kazpost.kz";"172.30.73.201";"6.5.0";"2";"22";"512";"HighPerformance";"centos-owncloud";"1";"1";"1";"2";"YES";"1";"1"
